Status vozidla,Druh vozidla,Druh vozidla 2.ø. TP,Druh registraèní znaèky,Kategorie,Tovární znaèka,Obchodní oznaèení,Výrobce vozidla,Palivo,Výrobce motoru,Barva vozidla,Druh karoserie,Výrobce karoserie,Øazení pøevodovky,Spojovací zaøízení,Platnost technické prohlídky,Bez rozlišení,Rok,Mìsíc / Bez rozlišení,Vše
PROVOZOVANÉ,NEUVEDENO,JINÉ,STANDARDNÍ  ZVLÁŠTNÍ (151-158),R,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,MODRÁ,JINÉ,NEUVEDENO,JINÉ,Ne,OSTATNÍ,Vše,2011,February,1
PROVOZOVANÉ,JINÉ,NEUVEDENO,STANDARDNÍ  SILNIÈNÍ (101-118),LA,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,NEUVEDENO,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2013,May,1
PROVOZOVANÉ,JINÉ,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),JINÉ,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2012,September,1
PROVOZOVANÉ,JINÉ,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),JINÉ,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,SKÚTR,JINÉ,JINÉ,Ne,OSTATNÍ,Vše,2022,August,1
PROVOZOVANÉ,JINÉ,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,August,1
PROVOZOVANÉ,JINÉ,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ORANŽOVÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2018,October,1
PROVOZOVANÉ,JINÉ,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),JINÉ,JINÉ,NEUVEDENO,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2013,April,1
PROVOZOVANÉ,JINÉ,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,April,1
PROVOZOVANÉ,JINÉ,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L2,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,September,1
PROVOZOVANÉ,AUTOBUS,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,October,1
PROVOZOVANÉ,AUTOBUS,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2018,October,1
PROVOZOVANÉ,AUTOBUS,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,ŠKODA/AZNP,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,February,1
PROVOZOVANÉ,AUTOBUS,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,ŠKODA/AZNP,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,February,1
PROVOZOVANÉ,AUTOBUS,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,ŠKODA/AZNP,MODRÁ,JEDNOPODLAŽNÍ,ŠKODA/AZNP,JINÉ,Ne,PLATNÁ,Vše,2019,February,2
PROVOZOVANÉ,AUTOBUS,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ÈERVENÁ,MÌSTSKÝ,SOR LIBCHAVY,JINÉ,Ne,NEPLATNÁ,Vše,2015,August,1
PROVOZOVANÉ,AUTOBUS,MONTÁŽNÍ/ MONT.PLOŠINA,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,ŠKODA/AZNP,ÈERVENÁ,JEDNOPODLAŽNÍ,ŠKODA/AZNP,JINÉ,Ne,PLATNÁ,Vše,2018,October,1
PROVOZOVANÉ,AUTOBUS,MONTÁŽNÍ/ MONT.PLOŠINA,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,June,1
PROVOZOVANÉ,AUTOBUS,MEZIMÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,June,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,February,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,July,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,June,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2016,September,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,March,4
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,April,4
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,September,10
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,November,5
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,December,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,IVECO,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,May,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,JINÉ,JINÉ,IVECO,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,December,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2022,February,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,January,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,February,12
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,ŠKODA/AZNP,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,July,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,ŠKODA/AZNP,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2023,July,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,MANUÁLNÍ,Ne,PLATNÁ,Vše,2024,August,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2022,May,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2023,April,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2023,December,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,IVECO,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,April,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,IVECO,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,May,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,IVECO,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,IVECO,JINÉ,Ne,PLATNÁ,Vše,2023,August,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,IVECO,Elektropohon,Neuvedeno,ŽLUTÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,April,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SCANIA,JINÉ,SCANIA,Elektropohon,SCANIA,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,October,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,October,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,July,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,December,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,June,8
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,July,3
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,August,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,NÍZKOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2010,December,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,NÍZKOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2014,September,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ÈERVENÁ,JEDNOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,NEPLATNÁ,Vše,2017,September,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ZELENÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,April,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ NA PØÁNÍ (701-719),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,May,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,RZ NA PØÁNÍ (701-719),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ZELENÁ,JEDNOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2016,January,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,JINÉ,JINÉ,IVECO,Elektropohon,Neuvedeno,BÍLÁ,NÍZKOPODLAŽNÍ,JINÉ,MANUÁLNÍ,Ne,NEPLATNÁ,Vše,2012,November,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,JINÉ,JINÉ,IVECO,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,May,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,ŠKODA/AZNP,ÈERVENÁ,JEDNOPODLAŽNÍ,ŠKODA/AZNP,JINÉ,Ne,PLATNÁ,Vše,2018,October,4
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,ŠKODA/AZNP,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,February,10
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,ŠKODA/AZNP,MODRÁ,MÌSTSKÝ,JINÉ,AUTOMATICKÁ,Ne,NEPLATNÁ,Vše,2015,March,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,ŠKODA/AZNP,ZELENÁ,AUTOBUS,JINÉ,AUTOMATICKÁ,Ne,NEPLATNÁ,Vše,2014,December,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,October,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,IVECO,ZELENÁ,JEDNOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2018,April,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ÈERNÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,August,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,October,5
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,May,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,June,6
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,July,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,August,10
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,March,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,MÌSTSKÝ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2011,June,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,MÌSTSKÝ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2015,February,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,MÌSTSKÝ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2017,September,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,BÍLÁ,NÍZKOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2011,July,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ŽLUTÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,October,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ŽLUTÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,August,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ŽLUTÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,September,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ŽLUTÁ,JEDNOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2020,July,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ÈERVENÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,December,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2018,September,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,September,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,April,3
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,March,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,MODRÁ,JEDNOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2017,July,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,MODRÁ,MÌSTSKÝ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2016,October,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,MODRÁ,NÍZKOPODLAŽNÍ,SOR LIBCHAVY,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2010,November,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ZELENÁ,JEDNOPODLAŽNÍ,NEUVEDENO,JINÉ,Ne,PLATNÁ,Vše,2018,April,1
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ZELENÁ,JEDNOPODLAŽNÍ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,April,2
PROVOZOVANÉ,AUTOBUS,MÌSTSKÝ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,SOR,JINÉ,SOR LIBCHAVY,Elektropohon,Neuvedeno,ZELENÁ,JEDNOPODLAŽNÍ,SOR LIBCHAVY,JINÉ,Ne,PLATNÁ,Vše,2018,April,1
