Status vozidla,Druh vozidla,Druh vozidla 2.ø. TP,Druh registraèní znaèky,Kategorie,Tovární znaèka,Obchodní oznaèení,Výrobce vozidla,Palivo,Výrobce motoru,Barva vozidla,Druh karoserie,Výrobce karoserie,Øazení pøevodovky,Spojovací zaøízení,Platnost technické prohlídky,Bez rozlišení,Rok,Mìsíc / Bez rozlišení,Vše
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,BMW,AUTOMATICKÁ,Ano,PLATNÁ,Vše,2022,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,BMW,AUTOMATICKÁ,Ano,PLATNÁ,Vše,2022,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2024,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2017,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2018,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,July,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2023,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2023,October,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2023,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2024,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,BMW,JINÉ,Ne,OSTATNÍ,Vše,2019,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,BMW,MANUÁLNÍ,Ne,PLATNÁ,Vše,2022,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,SEDAN,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,RZ NA PØÁNÍ (701-719),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,HNÌDÁ,JINÉ,JINÉ,JINÉ,Ne,OSTATNÍ,Vše,2019,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,BÍLÁ,SEDAN,ŠKODA/AZNP,MANUÁLNÍ,Ano,NEPLATNÁ,Vše,2011,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,JINÉ,Elektropohon,TESLA,BÍLÁ,JINÉ,TESLA,JINÉ,Ne,PLATNÁ,Vše,2021,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,October,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,OSTATNÍ,Vše,2018,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2019,October,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,September,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2019,October,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,BÍLÁ,JINÉ,TESLA,JINÉ,Ne,OSTATNÍ,Vše,2020,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,TESLA,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,June,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,RENAULT,JINÉ,RENAULT,Elektropohon,RENAULT,BÍLÁ,SEDAN,RENAULT,AUTOMATICKÁ,Ne,OSTATNÍ,Vše,2011,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,RENAULT,JINÉ,RENAULT,Elektropohon,RENAULT,ŠEDÁ,JINÉ,RENAULT,JINÉ,Ne,PLATNÁ,Vše,2012,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,MERCEDES-BENZ,JINÉ,MERCEDES-BENZ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,MERCEDES-BENZ,JINÉ,MERCEDES-BENZ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,MERCEDES-BENZ,JINÉ,MERCEDES-BENZ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,MERCEDES-BENZ,JINÉ,MERCEDES-BENZ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,MERCEDES-BENZ,JINÉ,MERCEDES-BENZ,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,MERCEDES-BENZ,JINÉ,MERCEDES-BENZ,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,December,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,NEUVEDENO,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2014,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2016,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2016,July,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,OSTATNÍ,Vše,2014,September,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2015,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2018,July,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2015,July,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,BÍLÁ,JINÉ,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2015,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ORANŽOVÁ,JINÉ,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2014,September,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ORANŽOVÁ,JINÉ,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2015,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ÈERVENÁ,SEDAN,BMW,JINÉ,Ne,PLATNÁ,Vše,2017,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2015,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ŠEDÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2014,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ŠEDÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2015,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ŠEDÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2015,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ŠEDÁ,JINÉ,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2014,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ŠEDÁ,JINÉ,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2015,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ŠEDÁ,SEDAN,BMW,JINÉ,Ne,PLATNÁ,Vše,2014,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,BMW,ŠEDÁ,SEDAN,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2014,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2017,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2017,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2019,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,BMW,AUTOMATICKÁ,Ano,PLATNÁ,Vše,2022,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2019,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2016,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2017,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2017,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2018,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2018,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,SEDAN,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,BÍLÁ,SEDAN,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŽLUTÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2018,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,October,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,BMW,JINÉ,Ne,NEPLATNÁ,Vše,2020,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2018,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2019,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2022,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,MODRÁ,JINÉ,BMW,MANUÁLNÍ,Ne,PLATNÁ,Vše,2022,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ano,PLATNÁ,Vše,2023,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2016,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2024,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2017,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,BMW,JINÉ,Ne,PLATNÁ,Vše,2019,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,BMW,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2023,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,BMW,AUTOMATICKÁ,Ano,PLATNÁ,Vše,2023,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,BMW,JINÉ,BMW,Elektropohon,Neuvedeno,ŠEDÁ,SEDAN,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2017,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,SEDAN,STANDARDNÍ  SILNIÈNÍ (101-118),M1,SMART,JINÉ,DAIMLER,Elektropohon,RENAULT,ÈERVENÁ,JINÉ,JINÉ,MANUÁLNÍ,Ne,NEPLATNÁ,Vše,2018,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,VÍCEÚÈELOVÉ VOZIDLO,JINÉ,M1,TOYOTA,JINÉ,TOYOTA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,VÍCEÚÈELOVÉ VOZIDLO,RZ ELEKTRICKÉHO VOZIDLA (801-819),JINÉ,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,December,1
